,motion_id,emotion,emotion_en,talkbacks
2833,1,פחד,fear,יכולתי להרגיש שלווה שהתקבלה בברכה לאחר שבוע של אריזה באמירת שלום והתמודדות עם תחושת עקירה סוחפת
2834,0,כעס,anger,אני קצת מרחמת עליו והפלרטטנות בין פיטה לגיבורת הספר גורמת לי להרגיש שאני ממש לא רוצה שהוא ימות גם אם רק בגלל הרגשות של קטניס
2835,0,כעס,anger,אני מרגישה כל כך נבגדת ומושפלת
2836,0,כעס,anger,אני מרגיש קצת קודר אני מניח
2837,3,אהבה,love,אני נושאת את האשמה הרגילה של הרגשה אנוכית ומרוכזת בעצמי אם אני מבלה זמן או משהו על עצמי
2838,0,כעס,anger,"הרגשתי קצת קודר בסוף השבוע, אולי זה היה כל הימים האפורים שהיו לנו"
2839,0,כעס,anger,אני אוהב להרגיש כנועה או לכל הפחות שהמאהב שלי דומיננטי
2840,1,פחד,fear,אני שונא את התחושות האלה של לא להיות שאנן
2841,3,אהבה,love,אני מרגיש נגעל לגמרי שהם יסתכלו עליי בצורה כזו אבל העניין ממשיך
2842,0,כעס,anger,אני מרגיש חסר תקווה ובודד ואני אוכל כדי להרגיע את עצמי
2843,0,כעס,anger,אני מכיר ממקור ראשון את תחושות הכאב האלה פוגעות מבוכה ואפילו בושה על דימוי עצמי מבנה גוף תכונות פיזיות משקל וכו' בגלל מה שנתתי לגוף שלי להפוך
2844,4,עצב,sadness,התעוררתי הבוקר ורציתי לבכות והתחושה עדיין לא התערערה
2845,0,כעס,anger,אני יודע שלא פרסמתי שום דבר במשך חודשים ואני מרגיש די אשם גדול בזכות המבחנים והמטלות של הבחינות והכל אבל עד כה הכל טוב
2846,1,פחד,fear,הלוואי שיכולתי להרגיש יותר אנרגטית ולהתמודד עם פחות כאב אבל אולי זו האפשרות הטובה ביותר שלי
2847,0,כעס,anger,יצאתי לעבודה בהרגשה עדיין לא נעימה והתעודדתי מעט ברגע שהגעתי לשם
2848,1,פחד,fear,אני מרגיש נהדר ואני מתחיל לעלות במשקל
2849,3,אהבה,love,הבנתי היום שאני לא יודע מה אני רוצה וזו הסיבה העיקרית למה אני מרגיש כל כך לא מרוצה לעתים קרובות כל כך
2850,1,פחד,fear,"אני מאבד עניין בקריאת סיפורים כשאני מרגיש שהמתח נפתר, מה שכן קרה כמה פעמים ובכל זאת כל הזמן רציתי לקרוא עוד"
2851,0,כעס,anger,אני מרגיש סחוט ומדוכא מכל זה
2852,0,כעס,anger,אני מרחם על סופרים כי אפילו סופרים מטופשים יכולים לשלם כדי לעשות להם כריכה די טובה
2853,3,אהבה,love,אני חייב לעשות את זה ולגרום לאיזה Vj להרגיש קנאה
2854,0,כעס,anger,אני מרגיש מעוכב מכך שאין לי מוצא להתמודד עם המתחים המיניים שלי
2855,3,אהבה,love,אני לא יודע למה אני מרגיש כל כך סרקסטי הלילה אבל נראה שכריסטיאן נהנה מהלשונות שלי ובכל פעם שסת מתנצל על ההתנהגות שלי כריסטיאן אומר לו שזה בסדר וסוגר איתי עיניים
2856,2,שמחה,joy,אני מרגיש שיש גם הבדל בין לאהוב מישהו לבין להיות מאוהב במישהו
2857,1,פחד,fear,אני מרגיש שהוא היה להוט לעזור
2858,4,עצב,sadness,חלמתי חלום מאוד פרובוקטיבי מהסוג שגורם לך להרגיש מעט מזועזע כשאתה מתעורר ממנו
2859,0,כעס,anger,אני מרגיש שעלי לכתוב לחברה ולומר שרק מסיבה זו הם צריכים להגיע מזרחה יותר
2860,4,עצב,sadness,"אני די חופר את הטון המאופק ואת כיוון העלילה, אני מרגיש קשר רגשי בעל כורחו עם התוכנית"
2861,4,עצב,sadness,אני ידידותי וכל כך קל לדבר איתו אם רק אתה פתוח להכיר אותי כידיד ולא מגישה מלמעלה למטה כי אני מרגיש מאוים וכשאני רק יודע שאני לא רוצה להעליב מישהו אני שותק
2862,0,כעס,anger,כעסתי והרגשתי כל כך מאוכזבת
2863,4,עצב,sadness,אני לא קורא למה שאני מרגיש כעצבני אלא חרד יותר
2864,2,שמחה,joy,אני יודע שיש לי את המשפחה והחברים שלי ואלוהים אבל בשלב מסוים בחייך בחיי אני רוצה להרגיש שוב אהבה רומנטית
2865,0,כעס,anger,אני מרגיש ממש נמוך
2866,5,הפתעה,surprise,אני מרגיש די המום עם כל מה שברשימת המשימות שלי
2867,3,אהבה,love,אני יכול להרגיש את ההתחלה של הצטננות אז חשבתי שמגיעה לי אמבטיה חמה להפליא
2868,3,אהבה,love,אני מרגיש את הקול המטורלל הזה בתוך הראש שלי שרק רוצה לאכול מה שהוא רוצה
2869,4,עצב,sadness,אני כל כך מהסס לפרסם אותם
2870,4,עצב,sadness,הרגשתי מאוד חשש לחזור אחורה
2871,4,עצב,sadness,ניקיתי את המקום וכעבור דקות בערך התחלתי להרגיש פרנואיד ומה שאני יכול רק להניח שהוא התחלה של אפיזודה פסיכוטית
2872,4,עצב,sadness,אני מרגיש חוסר החלטיות אימפולסיבי בטירוף רק ב
2873,0,כעס,anger,לא מתחשק לי ליצור דת אחרת שתגרום צרות לנשמות הבעייתיות של רבים
2874,1,פחד,fear,אני לא מצפה שריילי יבלבל אותם ומכיוון שאין לנו חתולים אני מרגיש די בטוח להשאיר אותם במקומם
2875,0,כעס,anger,אני יודע שזה מאוחר מדי לזחול אליך אבל אני מרגיש כל כך לבד
2876,4,עצב,sadness,"אף פעם לא עשיתי שום דבר כדי לגרום לה לבכות או לרצות שהיא תבכה אבל אחרי ארבעה חודשים אני מרגיש קצת מוזר, אף פעם לא ראיתי את הצד הזה שלה"
2877,0,כעס,anger,אני מרגיש כל כך מותש מהתמודדות עם דרמה בין מחברים אחרים שאין לי כוח לכתוב
2878,3,אהבה,love,אני מרגיש מוטרד כראוי מהפאנל והגיע הזמן להביא לך מתכון לפינוקים שנחשבו בעבר לא ראויים
2879,1,פחד,fear,אני סוף סוף מרגיש קצת יותר פרודוקטיבי
2880,0,כעס,anger,אני מרגיש לחץ להתנהג כאילו אני כל כך שבורת לב אבל בסתר לא אכפת לי כל כך
2881,2,שמחה,joy,אני אוהב להודיע שאני כל הזמן מרגיש את הלב המתוק שלי לידי אבל אני צריך לעשות אהבה עם בן אדם אני לא יכול לחיות בלי אהבה השאלה היא האם זה סוג של בגידה עם המתוקה שעברתי או לא אני מרגיש את זה מתוק שלי הוא href http saveingyourmarriagebeforeitstarts
2882,1,פחד,fear,כנראה הרגשתי עשיר
2883,0,כעס,anger,אני כנראה מרגיש צורך להמשיך הלאה כל שנה והעובדה שהייתי כאן במשך שנים עכשיו גורמת לי להרגיש חסר ערך איפשהו
2884,0,כעס,anger,אני מרגיש כל כך מטומטם
2885,3,אהבה,love,לעתים קרובות אני מרגיש פגוע מהחיים
2886,0,כעס,anger,"הייתי מוכת כל חיי בתחושת האכזבה המדהימה הזו שלא די בכך שאני נידון להיכשל ואחרים ישמחו את זה עם ""אמרתי לך"""
2887,1,פחד,fear,למדתי בחודש שאנחנו מצליחים למצוא חברה אחרת ולהרגיש הרבה שלווה בלי בוס ששתה וצעק לצוות שלו
2888,1,פחד,fear,"בחרתי ללכת עם תחושת הבטן שלי, אני חושב שזה רק שיעשע את לאשי עוד יותר אם זה היה הטיפוס המבולבל בקלות הוא כנראה היה אומר משהו"
2889,4,עצב,sadness,אני מרגיש קצת לא בטוח עכשיו במה לגעת הלאה
2890,3,אהבה,love,אני מרגיש ממורמר כי אני חושב לעצמי שהיא צריכה לסמוך עליי
2891,0,כעס,anger,אני לא מוצא את זה בליבי להרגיש קצת מאוכזב על שפספסתי את זה
2892,0,כעס,anger,אמרתי לה שאני לא חושבת שהיא מעריכה עד כמה נפוצות רגשות חוסר המציאות שלי שאני רואה את עצמי פגועה שבור ללא תקנה והמחשבה לחיות עוד חמישים שנה ככה היא בלתי נסבלת שהכל מרגיש מהמם
2893,0,כעס,anger,אני tgt vu אבל אני עדיין מרגיש אומלל
2894,0,כעס,anger,אני מרגיש מובס או בספק
2895,1,פחד,fear,אני מרגיש שהתפקיד שלי לתת לך פרספקטיבה לפחות לנסות לספק הקשר לגבי הסיבה שאנשים חכמים לכאורה אומרים דברים בלתי נתפסים
2896,0,כעס,anger,התחלתי להרגיש קצת מלנכולי עד שחבר שלי סאבה התקשר וביקש לפגוש אותי לפני יום ההולדת של ווליד
2897,1,פחד,fear,עזבתי את הפגישה ההיא בהרגשה ממש מבולבלת מכך שהאופציה של vbac נחטפה ממני אבל גם די מרוצה מהעובדה שהתפללתי ואולי קיבלתי סימן של רצון האל ללידה הזו
2898,1,פחד,fear,אני מרגיש שילוב של זחוח ומאושר
2899,0,כעס,anger,אני יכול להרגיש את ההיסוס בפיתוי לסגת ולהקהות את פעילויות העונה מתוך הרגל
2900,1,פחד,fear,הרגשתי אפילו פחות נפלא ולא היה לי שום דבר שצריך לעשות כל היום אז החלטתי לתינוק את עצמי
2901,3,אהבה,love,אני מרגיש פחות זועף בבוקר
2902,1,פחד,fear,אני מרגיש בטוח להמשיך במשחקי פלאש מרובי משתתפים בסדר היום שלי
2903,1,פחד,fear,אני מרגיש מקובל אפילו רצוי
2904,0,כעס,anger,יש לי אבל אני עדיין מרגיש כל כך חסר ערך ואפילו גרוע יותר לבד
2905,0,כעס,anger,אני מרוצה מקצב המירוץ שלי באופן רשמי ומהיכולת שלי להרכיב אותו כשהתחלתי להרגיש מחורבן
2906,0,כעס,anger,הרגשתי כל כך עמוק בליבי שהאהבה הזו לא אבדה שליטוף היה הדרך שלי להיות בקשר עם שאר היקום שאהבה כמו שנאה כמו כל הרגשות החזקים לעולם אינה לשווא ולעולם אינה אבודה
2907,3,אהבה,love,אני מרגיש די מוטרד כי השעון הפיזי והנפשי שלי עדיין באוקטובר
2908,4,עצב,sadness,אני עדיין לא בטוח למה ריילי מרגיש צורך להיות כל כך מוזר
2909,0,כעס,anger,פשוט קיבלתי ממנו את ההרגשה הכללית שהוא אליטיסט וקצת מיושן
2910,0,כעס,anger,כתבתי deepika מרגיש מאוד מיואש וחושב שהצללית הזו פשוט לא תעבוד בשבילי
2911,3,אהבה,love,אני מרגישה עצבנית מהשם המוזר שלה
2912,1,פחד,fear,אני לא יכול לעשות שום דבר מלבד להרגיש את הרגשות כי הנושא צריך להיפתר כדי להפיג את הרגש אבל אין לי כוח לעשות שום פתרון כי זה לא הבעיה שלי
2913,1,פחד,fear,התחלתי להרגיש חוסר חיבור לבעלי אני בטוחה כתוצאה ישירה מכך שלא ביליתי הרבה אחד על אחד ביחד
2914,1,פחד,fear,ביליתי את החודשים הבאים באובך שנגרם על ידי סמים בלי יכולת לחשוב או להרגיש אבל זה לא היה כל כך זוהר
2915,0,כעס,anger,אני מרגיש כאב גם כשאני רואה אדם אומלל ברחוב מתחנן למה המוח שלי דוהר וחושב למה האדם הזה שם
2916,0,כעס,anger,אני מרגיש אידיוטי מכיוון שאני הולך להביא אליו נושאים נפרדים לחלוטין
2917,0,כעס,anger,אני מרגישה שמגיע לו שישנאו אותו ואני רוצה שהוא ידע בדיוק כמה אני עושה
2918,4,עצב,sadness,אני פשוט ממש כואב ומרגיש קצת המום
2919,1,פחד,fear,אני אגיד לו שאני מרגיש שלוותר על השליטה על חיינו זו הדרך היחידה למנוע גזר דין משחק חכם ביותר על קללה.
2920,1,פחד,fear,בסופו של דבר החלפתי בגדים ושכבתי במיטה בעיניים עצומות לשעה הבאה ובסופו של דבר התחלתי להרגיש טוב יותר
2921,4,עצב,sadness,לא הרגשתי לרגע אחד מאוים או טיפש
2922,1,פחד,fear,אני לא בטוח אם האנרגיה בניסיון לתפור את המירוץ לדובאי ולהתחרות בגביע הפדקס הוציאה ממני יותר ממה שאולי חשבתי כי בזמן שאני מרגיש בסדר מבחינה פיזית אני מרגיש ממש עייף הוא אמר
2923,0,כעס,anger,אין לי רגשות של חוסר שביעות רצון
2924,1,פחד,fear,אני חושב שזה כל כך משפיע עליי כי זה גורם לאחד הפגמים הכי גדולים שלי שהוא לא מרגיש מספיק יפה מספיק מספיק חכם.
2925,1,פחד,fear,אני משתף מידע שלדעתי הוא חשוב לביטחון אישי ולהעצמה של הורות וחיים טובים
2926,1,פחד,fear,אני באמת חושב שיש לי הצדקה להרגיש זחוח
2927,3,אהבה,love,אני מרגיש כועס כי הובלתי את עצמי להוביל אנשים להאמין שאני לא יכול לעשות את זה
2928,5,הפתעה,surprise,אני עצמי מחייך דרך דיאלוג פשוט ואוהב היגיון ילד מסביר רגשות מצב זה מצחיק
2929,3,אהבה,love,"אני רק צריך להכיר כמה חברים מקומיים שאני יכול ללכת איתם לקולנוע ולדעת בוודאות שהם לא נוהגים אפילו בלי להתכוון לגרום אני בספק אם הייתה איזושהי כוונה ממשית לפגוע ברגשות שלי או בעצם לקרוא לי חסר לב, מוסרי או חסר מוח. נתקלתי ככה"
2930,1,פחד,fear,אני מרגיש שזכיתי להיות שייך לך
2931,1,פחד,fear,אני מרגיש כשרק יצאתי מהמעונות שלי והתחלתי לנשום חופש מרוצה
2932,2,שמחה,joy,אני מרגיש שברגע שאתה מאמצ תחושה של אכפתיות לאחרים זה מביא לך כוח פנימי
2933,0,כעס,anger,אני מרגיש עמוס מהרצון לעשות משהו אבל מה אנחנו יכולים לעשות
2934,1,פחד,fear,אני מרגיש חינני וכמעט מיתי
2935,0,כעס,anger,גרמתי לך להרגיש חסר חשיבות ובכל זאת לא עצרת לחשוב איך המעשים והמילים שלך משפיעים עליי
2936,2,שמחה,joy,אני מרגיש כל כך חרמן רק מלחשוב על זה
2937,1,פחד,fear,אני מרגיש טעים לחלוטין יקירי וטעים
2938,0,כעס,anger,"אני כן מבין שזהו מצב ייחודי ואינו מייצג בשום פנים ואופן את רוב האמהות היולדות המדהימות שמקבלות החלטות קשות לטובת ילדיהן, אבל אני לא יכול שלא להרגיש עייף מהחוויה"
2939,3,אהבה,love,אני כל כך כועס על חבר ותיק וכמה חברים
2940,2,שמחה,joy,"אני מתחיל להרגיש שאתה הקורא הנאמן שלי הוא אשתי או משהו, כלומר זו שאני מתלווה אליה בזמן שכולם זוכים לראות את המלאך הטוב יותר של הטבע שלי חחח"
2941,3,אהבה,love,מצאתי את העניין שלי בשמש דועך ואני אפילו יוצאת מכמה תיאורים של מערכת היחסים שלהם בתחושת חוסר שביעות רצון
2942,0,כעס,anger,אני לא מרגיש חרטה על זה שעשיתי את זה זה לא היה מוצלח ותהליך למידה עבורי בפיתוח הבלוג הזה
2943,0,כעס,anger,אני מרגיש כמו מרפא מלוכלך ובלתי מותאם
2944,0,כעס,anger,אני מרגיש כל כך צולע ומעצבן ובאופן כללי לא אוהב לפעמים
2945,1,פחד,fear,אני באמת מרגיש שעשינו עבודה פנטסטית
2946,1,פחד,fear,אני מאוד ממליץ על זה אם אתה רוצה להרגיש בטן מדהימה לחלוטין
2947,1,פחד,fear,אני מרגיש שאני די חכם לגדל שלושה בנים על שלי והם יוצאים נהדרים אבל השאלה שלי בעצמי וכל מי שקורא את הבלוג שלי מה לא בסדר להיות חכם יותר
2948,4,עצב,sadness,כתבתי שאני מרגיש פתאום מהסס לפרסם את זה
2949,2,שמחה,joy,אני נרתע משירים שמדברים על איך אני מרגיש כלפי אלוהים או שאולי אפילו מדברים על התגובה הנאמנה שלי כלפי אלוהים
2950,1,פחד,fear,אני מקבל הרבה שבחים אני מרגיש גאה לפעמים
2951,1,פחד,fear,אני אפילו לא יודע איך לבטא איך זה גרם לי להרגיש שהילדים האלה כל כך מעריכים את העובדה שאנחנו באים לשם וזה היה מאוד כבד לחשוב שאולי המוזיקה שלנו נתנה להם משהו קטן לתפוס
2952,2,שמחה,joy,אני פשוט לא יכול לדמיין אותי מרגיש מנקה בטיפול בתינוק
2953,3,אהבה,love,אני מרגיש חמדני עם עצמי כמו לאחרונה
2954,1,פחד,fear,אני מרגיש מספיק קופצני ואם אני יכול לרשרש כמה אנשים שרוצים ללכת איתי
2955,4,עצב,sadness,אני מרגיש חוסר רצון למכור אבל היי
2956,0,כעס,anger,אני ממש שחוק היום ומרגישה מוכה
2957,2,שמחה,joy,"לא אהבתי שהיא התכוונה להיכנס ביניהם כשהם התחילו לחוש רגשות אחד כלפי השני, אבל אהבתי איך היא נסוגה כשהיא הבינה כמה חזק ליאו חש לקלרה"
2958,1,פחד,fear,אני מרגיש יותר רגוע עכשיו כשאקבל טיפול טוב ושאני צריך לקבל עצות שניתנו לי אלא אם כן אני מרגיש חזק מאוד אחרת
2959,1,פחד,fear,אני מרגיש די קצין krupke ואיפשהו
2960,1,פחד,fear,"הרגשתי עשיר כשיכולתי להתעקש לשלם יותר מהמחיר המבוקש, המוכר בחנות היה ללא ספק מרוצה מהיכולת להגדיל את ההכנסות למען הצדקה ואני מקווה שהאדם הנדיב שתרם את כן הציור לחנות מרגיש גם עשיר"
2961,5,הפתעה,surprise,לעתים קרובות ישבתי בחיבוק ידיים והרגשתי מופתע כשהפרק הסתיים
2962,0,כעס,anger,אני מרגישה מממממ מלנכוליה
2963,1,פחד,fear,אני רוצה להיכנס בהרגשה להוט ולצאת עם אישור מסנוור בעודי בטלפון עם אמא שלי בתחושה שלפחות גרמתי לה גאה
2964,0,כעס,anger,לא הייתי יודע את הפרטים פשוט הייתה לי תחושה בבטן שהתעלמתי ממנה
2965,0,כעס,anger,אני מרגיש נורא כי אתה חושב שאני יודע אחרי הר ביחד
2966,1,פחד,fear,אני מרגיש שאתה חשוב לי
2967,0,כעס,anger,"אני מרגיש קצת נבוך לגבי הפער הרציני בבלוגים, אבל היה לי עסוק מאוד בחודשים האחרונים בניסיון לסיים עבודה חדשה בזמן לתערוכת החוץ של טורונטו, כמו גם למספר תערוכות אחרות"
2968,1,פחד,fear,"אני בשום פנים ואופן לא שלם מבחינה רוחנית או אינטלקטואלית ומאמין שלעולם לא צריך להיות, אולם אני מוצא את עצמי לפעמים מסתכל על אחרים עם ידע ותחושה של הרגשה עליונה בהרגשה שאני רחוק יותר במסע שלי מהם"
2969,1,פחד,fear,אני לא כותב בחיפוש אחר שבחים או הכרה אבל זו הרגשה מדהימה לקרוא ולהעריץ אותי
2970,4,עצב,sadness,"אני לא מראה את חוסר הביטחון שלי באישיות שלי אם לא, אני עלול להיראות כלבה מטורפת ששנאה את כולם רק בגלל שהיא מרגישה חסרת ביטחון ופרנואידית מדי"
2971,0,כעס,anger,אני מרגיש עול מזה
2972,0,כעס,anger,לעתים קרובות אני מרגיש בודד
2973,0,כעס,anger,אני מרגיש בושה לצדדים המלוכלכים זה צריך להיות מאבק הוגן כשאנחנו נותנים לעובדים זרים להחליט על העתיד שלנו והבינלאומי יודע את זה מצטער אבל מלזיה תהיה כמו מדינות העולם השלישי האלה בקרוב
2974,1,פחד,fear,אני ממש ממש עצוב שפספסתי את תצוגת בגדי הגברים כי אני מרגיש ששווה לתמוך במיזם הזה כדי להציג יותר בגדי גברים
2975,1,פחד,fear,אני זוכר שישבתי בכיתה והרגשתי ממש להוט ללמוד מגבר p
2976,0,כעס,anger,אני שונא את התחושה שאני לוזר פתטי שלא יכול לעשות שום דבר נכון
2977,1,פחד,fear,הייתה בי שמחה כששמעתי שאני הולך ללמוד קורס כעוזרת רפואית
2978,1,פחד,fear,אני באמת רוצה לחלוק את הסיכוי שגם אתה תזכה כי אני מרגיש נלהב מהנושא
2979,1,פחד,fear,"אני אסקור את הסרט אחרי הערך הזה בבלוג, אבל לעת עתה, כשדיוויד יושב כאן בגינה שלי מרגיש קצת זחוח אחרי שרק גיליתי שהסרט שלו נבחר לסרט הטוב ביותר מבין הערכים"
2980,1,פחד,fear,אני פשוט מרגיש כל כך מעריך
2981,0,כעס,anger,אני מרגיש משעמם
2982,2,שמחה,joy,אני מרגיש מבורך באמת שהייתה לי ההזדמנות להשתתף בקבוצות סקירה ונהניתי לנסות את המוצרים האלה ולתת לך את דעתי הכנה
2983,3,אהבה,love,אני מסתכל על הילדים שלך אני מרגיש קנאה בטוח
2984,1,פחד,fear,אני מרגיש כל כך כבוד לקרוא לרקס דינגלר חבר
2985,2,שמחה,joy,אני מנשק את שפתייך אני מרגיש מתוק
2986,0,כעס,anger,אני מרגיש חסר תקווה ואני מבין שלא עמדתי באף אחת מהמטרות האלה
2987,1,פחד,fear,אני מרגיש חמוד אני מרגיש טוב
2988,3,אהבה,love,"אני מרגיש שאנחנו הולכים לתהום שנוצרה על ידי החמדנים, החמדנים מדי והחמדנים מדי"
2989,0,כעס,anger,אני מרגיש מיואש ומתוסכל מהחוויה
2990,1,פחד,fear,אני הולך לפרסם את לוח האימונים שלי למספר החודשים הקרובים כאן כדי שאוכל להתייחס אליו בקלות או אם למישהו מתחשק לתמוך בי ולהצטרף אליי בזה
2991,5,הפתעה,surprise,אני גם מרגיש מופתע מאושר בר מזל ומבורך ביותר
2992,4,עצב,sadness,אני כן מרגיש חסר ביטחון כי אם הייתה דרך לבחון חברים הוא היה מקבל פטור
2993,2,שמחה,joy,אני מרגיש את זה בכל תא בהיותי אלוהים באמת אוהב אותו מאוד ונאמן לקיים את כל ההבטחות שלו לו אלינו כפי שהוא עושה גם בשבילך ושלך
2994,1,פחד,fear,אני חושב שהיא מתנצלת על קצת יותר מדי דברים שלא בשליטתה אני מרגישה שהיא הייתה כנה לגבי זה
2995,1,פחד,fear,אני מרגיש חכם להגיד לאנשים שאני אוהב וולי טלה כי הוא בעצם לא צ'יק לייט אז אני תמיד מזכיר אותו כדי שאנשים יכבדו אותי יותר
2996,0,כעס,anger,אני באמת לא יכול לעשות כלום איך זה מרגיש שיש לי בת כל כך טיפשה
2997,3,אהבה,love,התחלתי להרגיש קצת עצבני ועצבני
2998,0,כעס,anger,אני רואה את האדם האהוב עליי סובל ואין שום דבר שאני יכול לעשות כדי להסיר את הכאב אני מרגיש חסר תועלת
2999,1,פחד,fear,אני לא רואה ומרגיש את האלוהי
3000,0,כעס,anger,אני מרגיש פתטי ומיואש מהשלום שלך
3001,1,פחד,fear,אני כן קונה פנינים סינתטיות כשאני מרגישה צורך בכך ואני משתמש בהן לכמה מהתכשיטים והחפצים האלגנטיים יותר שלי
3002,4,עצב,sadness,הרגשתי חסר מנוחה בפנים ואני לא מבין למה
3003,4,עצב,sadness,הרגשתי לא בטוח לגבי זה אבל הודות לה הרבה אנשים אהבו את זה
3004,1,פחד,fear,הרגשתי די מרוצה מעצמי מכך שבתי המתבגרת ואני היינו חברים בפייסבוק
3005,1,פחד,fear,אני בהלם אני מרגיש את הבעיות הקטנות שלי מונחות בפרספקטיבה ואני מרגיש כאב לב על החיים התמימים שהסתיימו
3006,4,עצב,sadness,אני מרגיש כל כך חסר ביטחון לגבי הכתיבה שלי
3007,3,אהבה,love,"אני גם מרגיש שלעתים קרובות אני מהווה נטל ובדרך יותר מכל בתור סטודנט לאחיות לאחיות האחרות, אבל אני חייב לזכור שאמנם חלקם עלולים להיות נרגנים בנוכחותנו כולם צריכים ללמוד איפשהו, ולומר כמה צוות רפואי. מתרגזים על הסטודנטים לסיעוד"
3008,1,פחד,fear,אני מרגיש קצת אמיץ
3009,1,פחד,fear,לעתים קרובות אני מתייחס לעצמי כאל חלש אני לא בטוח למה אני מתכוון בדיוק כשאני אומר את זה אבל אני יודע שכשאני חושב על השנתיים האחרונות אני מרגיש חזק חזק והישגי
3010,0,כעס,anger,אני עדיין מרגיש שאני נראה מבולגן ואין טעם לנסות לשנות את זה
3011,0,כעס,anger,אני יודע שהוא צריך מרחב להתמודד עם דברים אבל אני פתאום מרגיש אפילו יותר חסר אונים ובודד
3012,3,אהבה,love,אני בפעם הראשונה השנה מרגיש את הקור
3013,0,כעס,anger,אני מרגיש חסר תקווה נכון
3014,1,פחד,fear,אני מרגישה כאילו אני גרה על אי כאשר שמתי את קרם הלחות הטעים על דגימה שנמשכת זמן רב מאוד בשימוש פעמיים ביום ושאר המוצרים כל כך עדינים ועם זאת מנקים ומעניקים לחות
3015,1,פחד,fear,אני מרגיש יותר כמו הבחורה שהייתי כשהייתי בה התרגשתי ללא חת לחיים ולגילוי
3016,3,אהבה,love,יש לי הרגשה שאולי פגעתי באחד המטומטמים שישב בתא הצנזורה של האבדון
3017,0,כעס,anger,אני יכול לשבור את עצמי מהחלום הזה כיוון שהוא משאיר אותי עצבני וחסר התמצאות ואני לא אוהב את זה
3018,1,פחד,fear,הנהנתי בגאווה על ההחלטה שלי לרכוש משאבה בהרגשה קצת זחוחה
3019,1,פחד,fear,אני מרגיש באקסטזה כי אין יותר שיעורי בית
3020,0,כעס,anger,רציתי באמת לאהוב את הספר הזה היסטוריות אישיות מעוררות מחשבה חברתית הן רק הקטע שלי אבל יצאתי מאוכזב מהספר הזה
3021,1,פחד,fear,הלכתי לרישום עברו חמש דקות ללא אירועים בהרגשה משועשעת עמוקה
3022,1,פחד,fear,אני מרגיש מוקסם לראות את התוכנית הקשה יותר והדבקות שלי מסתיימים כעת ובאוגוסט אם ננסה להשיג מדליה אולימפית
3023,0,כעס,anger,אני מרגיש עצב נואש כי אחרי כל כך הרבה זמן שעבדנו על זה אנחנו צריכים לנתק קשרים
3024,3,אהבה,love,יש לי תחושה עצומה של עצב שיש אנשים בעולם הזה שהם כל כך שונאים
3025,1,פחד,fear,"הגעתי לחדר הכושר, היא הייתה כדור שמש וגרמה לי להרגיש מאוד רצויה בחדר הכושר למרות שהרגשתי כמו עצלן עגול לא כשיר שלא התאים לסביבה של בחור בעל כושר צח ומראה עז."
3026,3,אהבה,love,אני מרגיש ממהר מדי
3027,3,אהבה,love,אני יכול להרגיש את חסר הסבלנות שלו ואני לא יכול למנוע מהגוף שלי לתת לו תגובה חיובית
3028,0,כעס,anger,חלמתי חלומות רעים ממש חלומות מוזרים שגורמים לי להרגיש כאילו לא ישנתי בכלל ועם מחשבות מופרעות לחלוטין
3029,4,עצב,sadness,אני מרגיש לחוץ חסר אונים כי אין לי שליטה על זה
3030,5,הפתעה,surprise,התעוררתי בהרגשה מבולבלת ומבולבלת
3031,4,עצב,sadness,סיימתי לסבול את הבריונות המתמדת הזו כי זה מה שזה כשאתה מרגיש מאוים וכל הזמן במגננה ונמאס לי כל הזמן להגן על עצמי בפני אחרים
3032,1,פחד,fear,"אני תחושה חיובית ביותר, אנרגיה אלוהית אשר לבדה יכולה לקחת את הסירה הרועדת שלנו אל החוף"
3033,0,כעס,anger,הרגשתי חסרת אדישות ביומיים האלה
3034,0,כעס,anger,אני מרגיש קצת לחוץ
3035,1,פחד,fear,אני מרגישה חמודה כי הלחן של השיר ימי חג המולד התנגן לי בראש פיה שוב כמעט החברה הכי טובה שלי כי יצאתי כמו כל יום ואני יכול לשתף אותה כמעט בהכל והבנו ביחד ויצאתי
3036,0,כעס,anger,אני מרגיש כאילו איבדתי לפתע איבר בתאונה טרגית
3037,0,כעס,anger,אני חושב שכשאנחנו אומרים שאני מרגיש כל כך לבד בזה או שאני מרגיש שאני מתמודד עם זה לגמרי לבד אנחנו לא באמת מתכוונים למה שאנחנו אומרים
3038,2,שמחה,joy,אני מרגיש כאילו אני אוכל משהו ממש שובב כמו קינוח לארוחת בוקר
3039,4,עצב,sadness,"אני מרגישה מזועזעת או כועסת שבעלי ממשיך לשקר לי והוא סקסהוליק, אני מתחילה לכעוס על אלוהים לעתים קרובות"
3040,2,שמחה,joy,אני לא רוצה שאף אחד מכם ירגיש בחוץ. אני מציע הנחה על קופסאות התה שלי לכם הקוראים האהובים שלי החל מהיום ועד ה' באפריל
3041,4,עצב,sadness,אני גם מרגיש חושש ומודאג לגבי שניהם מודאג
3042,0,כעס,anger,ישבתי שם ותהיתי למה בחור שאהבתי לא שלח לי הודעה להתקשר זה לא באמת הקטע שלי זה גורם לי להרגיש מביך מדי או למה כשהוא נראה כל המאמצים להיפך הוא לא ייקח סיכון עליי בתור החברה שלו
3043,1,פחד,fear,אני מרגיש בסדר וזה מספיק טוב ביום ראשון בערב
